type,material_a,material_b,i,j,sample_i,sample_j,mean_distance,max_distance,png
Al_board-wood_board,Al_board,wood_board,10,11,75,48,0.014732816734561434,0.03740684863757738,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,10,12,75,16,0.013490785135298534,0.026096278491496337,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,10,13,75,200,0.01589176079559772,0.030121326329572363,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,10,14,75,98,0.015758908527611238,0.04333494496021576,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_10_id75_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,11,0,48,227,0.013269457257874802,0.0314918690527867,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,11,1,48,140,0.01609018398776447,0.03644213580307581,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,11,2,48,224,0.012507421666422281,0.034903012303396326,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,11,3,48,310,0.01648307246796742,0.03416444306371755,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,11,4,48,180,0.015871984073603806,0.033151228645247624,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,11,5,48,62,0.01003774320140747,0.02322086153998352,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,11,6,48,266,0.014362365090890125,0.029901602841593742,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,11,7,48,197,0.015332872474914664,0.031727495487266416,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,11,8,48,165,0.010346720902358011,0.025972992639419303,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,11,9,48,251,0.01689799588026628,0.03025094652475333,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,11,10,48,75,0.012208315513659605,0.031017396661698234,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,11,11,48,48,0.013136358463702348,0.04456647171553054,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,11,12,48,16,0.013919980106336846,0.03638849163333351,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,11,13,48,200,0.016142742983428125,0.0308377360494736,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,11,14,48,98,0.013647423896236483,0.03912573704844271,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_11_id48_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,12,0,16,227,0.012903817545392219,0.03845613240299758,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,12,1,16,140,0.01158752249895467,0.026152164768396585,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,12,2,16,224,0.01272223355639421,0.030328925553838933,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,12,3,16,310,0.014751830630701037,0.031519374296178244,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,12,4,16,180,0.013801486569163328,0.032497578561966306,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,12,5,16,62,0.014138414470747478,0.03900325790720836,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,12,6,16,266,0.01183429666648812,0.028085117185707095,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,12,7,16,197,0.011992996703132999,0.024136196197853354,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,12,8,16,165,0.0132178607765863,0.030825432575162248,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,12,9,16,251,0.012729200411885822,0.02717712927230105,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,12,10,16,75,0.01312351265936096,0.04101645532581808,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,12,11,16,48,0.014027985988135278,0.04066873182663413,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,12,12,16,16,0.013346624837697099,0.030898297022606172,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,12,13,16,200,0.013883720995403189,0.0327995584413234,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,12,14,16,98,0.013383256595437322,0.03283772214383929,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_12_id16_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,13,0,200,227,0.01221864127146465,0.026964164016587598,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,13,1,200,140,0.01511053230243267,0.03345278899515684,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,13,2,200,224,0.013135802114750768,0.029851130714824002,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,13,3,200,310,0.01566089885825057,0.028455931659168012,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,13,4,200,180,0.01509398864878087,0.03099608230239002,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_04_id180.png
Al_board-wood_board,Al_board,wood_board,13,5,200,62,0.01224990176702614,0.030473737754827528,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_05_id62.png
Al_board-wood_board,Al_board,wood_board,13,6,200,266,0.014485358357220013,0.03436560193189898,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_06_id266.png
Al_board-wood_board,Al_board,wood_board,13,7,200,197,0.012204673282840502,0.02884663905137786,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_07_id197.png
Al_board-wood_board,Al_board,wood_board,13,8,200,165,0.012316530665461478,0.029991346020043663,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_08_id165.png
Al_board-wood_board,Al_board,wood_board,13,9,200,251,0.016151065887319432,0.030372849063716276,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_09_id251.png
Al_board-wood_board,Al_board,wood_board,13,10,200,75,0.01274042283767979,0.029109260997704726,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_10_id75.png
Al_board-wood_board,Al_board,wood_board,13,11,200,48,0.010971875369221281,0.026137980217984958,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_11_id48.png
Al_board-wood_board,Al_board,wood_board,13,12,200,16,0.012646090442330312,0.02402415741744505,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_12_id16.png
Al_board-wood_board,Al_board,wood_board,13,13,200,200,0.014313273038282184,0.025140094253431774,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_13_id200.png
Al_board-wood_board,Al_board,wood_board,13,14,200,98,0.011506229219234531,0.026799895954300292,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_13_id200_vs_wood_board_14_id98.png
Al_board-wood_board,Al_board,wood_board,14,0,98,227,0.011351894454160478,0.024015599280089152,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_14_id98_vs_wood_board_00_id227.png
Al_board-wood_board,Al_board,wood_board,14,1,98,140,0.012732104680135116,0.026284289961091473,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_14_id98_vs_wood_board_01_id140.png
Al_board-wood_board,Al_board,wood_board,14,2,98,224,0.010796205818147083,0.02337424909402363,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_14_id98_vs_wood_board_02_id224.png
Al_board-wood_board,Al_board,wood_board,14,3,98,310,0.013508312222368556,0.026767823927349915,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_14_id98_vs_wood_board_03_id310.png
Al_board-wood_board,Al_board,wood_board,14,4,98,180,0.012248467671374266,0.025216189971647054,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_wood_board\Al_board_14_id98_vs_wood_board_04_id180.png
